client_id,client_name,client_type,segment,region,province,age,gender,account_type,account_open_date,aum_thb,phone,email,risk_level,is_active
C00347,Worawit Chaiyasit,Individual,High Net Worth,Northeast,Ubon Ratchathani,43.0,M,Margin,2024-10-28,13564714.8,,worawit.cha@email.com,Medium,True
C00348,Siriwan Tangsiri,Institution,Institutional,South,Phuket,,,Cash,2022-08-28,41499372.16,087-593-6664,siriwan.tan@email.com,High,True
C00349,Pornphan Pongpanich,Individual,Retail,South,Phuket,35.0,M,Credit,2025-01-07,91381.19,085-617-8688,pornphan.pon@email.com,Medium,True
C00350,Napaporn Suwannapong,Corporate,Corporate,North,Chiang Mai,,,Credit,2022-03-29,10270763.3,087-663-7203,napaporn.suw@email.com,Medium,True
C00351,Sasithorn Rattanakit,Institution,Institutional,Northeast,Khon Kaen,,,Margin,2020-04-12,62440652.97,095-557-6178,sasithorn.rat@email.com,Low,True
C00352,Kanokwan Prasertchai,Individual,Retail,Northeast,Khon Kaen,26.0,F,Margin,2021-12-16,97112.89,097-100-2489,kanokwan.pra@email.com,High,True
C00353,Patcharin Wattanasin,Individual,Retail,Northeast,Udon Thani,45.0,F,Margin,2023-01-17,103166.73,081-936-4652,patcharin.wat@email.com,High,True
C00354,Rattana Boonlert,Individual,High Net Worth,Northeast,Khon Kaen,39.0,F,Margin,2024-07-15,20385421.08,087-102-6592,rattana.boo@email.com,High,True
C00355,Supaporn Jitpakdi,Institution,Institutional,Bangkok,Bangkok,,,Cash,2024-02-29,141382727.69,095-243-7704,supaporn.jit@email.com,Low,True
C00356,Nanthana Saengthong,Corporate,Corporate,Northeast,Nakhon Ratchasima,,,Margin,2022-07-09,8820673.93,086-833-6536,nanthana.sae@email.com,High,True
C00357,Waraporn Phromwong,Individual,Retail,Northeast,Ubon Ratchathani,42.0,M,Margin,2021-05-23,709901.74,098-616-3205,,Medium,True
C00358,Chutima Suksawat,Individual,High Net Worth,Northeast,Nakhon Ratchasima,49.0,F,Margin,2021-03-16,4270853.34,098-277-3103,chutima.suk@email.com,Medium,True
C00359,Patcharee Thongsuk,Individual,Retail,South,Surat Thani,40.0,F,Margin,2023-07-20,384986.49,092-451-5819,patcharee.tho@email.com,High,True
C00360,Somchai Wongsuwan,Individual,Retail,South,Songkhla,34.0,M,Cash,2020-05-10,1049662.41,097-981-6143,somchai.won@email.com,Low,True
C00361,Somsak Srisawat,Individual,Retail,North,Lampang,46.0,F,Margin,2021-04-24,69352.33,084-827-3913,somsak.sri@email.com,Low,True
C00362,Sompong Chaiyasit,Institution,Institutional,South,Hat Yai,,,Margin,2021-10-25,165783817.64,098-783-7839,sompong.cha@email.com,Medium,True
C00363,Wichai Tangsiri,Institution,Institutional,Northeast,Khon Kaen,,,Cash,2022-02-25,92909373.49,083-125-7240,wichai.tan@email.com,Medium,True
C00364,Prasert Pongpanich,Individual,High Net Worth,Central,Samut Prakan,34.0,M,Credit,2021-04-02,5625072.5,088-249-2016,prasert.pon@email.com,Medium,True
C00365,Thawatchai Suwannapong,Individual,Retail,South,Surat Thani,46.0,F,Margin,2020-12-02,150386.21,097-498-4892,thawatchai.suw@email.com,High,False
C00366,Suphachai Rattanakit,Individual,High Net Worth,Northeast,Ubon Ratchathani,34.0,F,Cash,2022-09-30,4243481.31,,suphachai.rat@email.com,High,True
C00367,Anon Prasertchai,Individual,High Net Worth,North,Chiang Rai,44.0,M,Cash,2020-09-24,3395924.2,086-401-8353,anon.pra@email.com,High,True
C00368,Kittisak Wattanasin,Institution,Institutional,Northeast,Khon Kaen,,,Credit,2022-09-06,44174352.22,088-669-5329,kittisak.wat@email.com,Low,True
C00369,Chaiyaporn Boonlert,Individual,Retail,Central,Nonthaburi,59.0,F,Credit,2024-03-22,213709.07,090-711-1833,chaiyaporn.boo@email.com,High,True
C00370,Nattapong Jitpakdi,Individual,High Net Worth,Bangkok,Bangkok,49.0,F,Margin,2022-02-19,7170466.71,087-288-9529,nattapong.jit@email.com,High,True
C00371,Worawit Saengthong,Individual,Retail,North,Chiang Rai,47.0,F,Margin,2023-11-21,537133.28,090-439-6911,worawit.sae@email.com,High,False
C00372,Siriwan Phromwong,Institution,Institutional,North,Phitsanulok,,,Credit,2023-09-26,110981031.91,099-736-4994,siriwan.phr@email.com,Medium,True
C00373,Pornphan Suksawat,Individual,High Net Worth,Bangkok,Bangkok,48.0,F,Margin,2023-08-24,12070434.25,,pornphan.suk@email.com,High,True
C00374,Napaporn Thongsuk,Individual,High Net Worth,Bangkok,Bangkok,57.0,M,Margin,2021-06-06,9986101.96,086-428-9419,napaporn.tho@email.com,Low,True
C00375,Sasithorn Wongsuwan,Individual,Retail,Central,Ayutthaya,63.0,F,Margin,2020-05-25,1063773.16,083-310-9810,sasithorn.won@email.com,Low,True
C00376,Kanokwan Srisawat,Institution,Institutional,Central,Nonthaburi,,,Credit,2022-07-05,11484175.58,090-138-2433,kanokwan.sri@email.com,High,True
C00377,Patcharin Chaiyasit,Individual,High Net Worth,Central,Samut Prakan,40.0,M,Margin,2022-10-19,9803294.02,092-561-7626,,Low,True
C00378,Rattana Tangsiri,Individual,Retail,South,Phuket,34.0,F,Margin,2020-11-04,851783.71,098-146-2189,rattana.tan@email.com,Medium,True
C00379,Supaporn Pongpanich,Individual,High Net Worth,North,Phitsanulok,42.0,M,Margin,2022-12-11,4691636.71,092-941-1504,supaporn.pon@email.com,Medium,True
C00380,Nanthana Suwannapong,Individual,Retail,South,Songkhla,45.0,M,Cash,2021-07-12,1986581.73,084-405-7113,,Low,False
C00381,Waraporn Rattanakit,Individual,Retail,South,Hat Yai,54.0,F,Cash,2022-01-26,388248.5,097-187-5992,waraporn.rat@email.com,Medium,True
C00382,Chutima Prasertchai,Individual,High Net Worth,South,Surat Thani,28.0,M,Margin,2024-03-07,3565735.09,085-326-5140,chutima.pra@email.com,Medium,True
C00383,Patcharee Wattanasin,Individual,High Net Worth,Bangkok,Bangkok,51.0,F,Credit,2021-04-26,5091780.45,082-356-2608,patcharee.wat@email.com,Low,True
C00384,Somchai Boonlert,Individual,Retail,Central,Nonthaburi,45.0,F,Margin,2023-06-27,1344330.49,099-171-4170,somchai.boo@email.com,High,True
C00385,Somsak Jitpakdi,Individual,Retail,South,Songkhla,47.0,M,Margin,2020-07-21,35123.83,,somsak.jit@email.com,High,True
C00386,Sompong Saengthong,Individual,Retail,North,Lampang,49.0,F,Credit,2024-04-30,615795.5,090-998-8863,sompong.sae@email.com,High,True
C00387,Wichai Phromwong,Individual,Retail,South,Phuket,25.0,M,Margin,2020-05-13,484998.1,088-979-3293,wichai.phr@email.com,Low,True
C00388,Prasert Suksawat,Individual,Retail,South,Phuket,56.0,M,Margin,2020-07-11,1026056.42,098-692-7637,prasert.suk@email.com,Medium,True
C00389,Thawatchai Thongsuk,Corporate,Corporate,South,Hat Yai,,,Margin,2021-06-01,74396713.29,084-474-7430,thawatchai.tho@email.com,Medium,True
C00390,Suphachai Wongsuwan,Individual,High Net Worth,South,Krabi,49.0,M,Margin,2024-07-29,3124471.11,,suphachai.won@email.com,Low,True
C00391,Anon Srisawat,Individual,Retail,Central,Chonburi,38.0,F,Cash,2021-11-29,195492.89,084-853-8921,,Low,True
C00392,Kittisak Chaiyasit,Individual,Retail,Central,Nonthaburi,53.0,M,Cash,2021-05-02,295207.49,086-630-6918,kittisak.cha@email.com,High,True
C00393,Chaiyaporn Tangsiri,Individual,Retail,South,Songkhla,57.0,F,Credit,2020-05-27,2925764.38,088-692-9918,chaiyaporn.tan@email.com,High,True
C00394,Nattapong Pongpanich,Individual,Retail,Bangkok,Bangkok,30.0,F,Credit,2022-12-22,791908.35,087-628-7649,nattapong.pon@email.com,High,False
C00395,Worawit Suwannapong,Individual,High Net Worth,Central,Ayutthaya,42.0,M,Cash,2024-02-26,4247242.65,087-178-9430,worawit.suw@email.com,Medium,True
C00396,Siriwan Rattanakit,Individual,Retail,Bangkok,Bangkok,58.0,M,Margin,2022-10-04,159592.92,090-837-2856,siriwan.rat@email.com,Low,True
C00397,Pornphan Prasertchai,Corporate,Corporate,Northeast,Khon Kaen,,,Margin,2023-09-19,8275285.66,081-230-3639,pornphan.pra@email.com,Low,True
C00398,Napaporn Wattanasin,Individual,Retail,North,Chiang Rai,60.0,F,Cash,2022-03-09,1437784.22,092-713-1305,napaporn.wat@email.com,Low,True
C00399,Sasithorn Boonlert,Individual,Retail,Northeast,Ubon Ratchathani,30.0,M,Margin,2024-02-16,160250.87,087-950-7730,sasithorn.boo@email.com,High,True
C00400,Kanokwan Jitpakdi,Corporate,Corporate,Central,Samut Prakan,,,Cash,2022-07-17,15530091.52,099-704-2127,kanokwan.jit@email.com,Low,True
C00401,Patcharin Saengthong,Institution,Institutional,South,Hat Yai,,,Margin,2020-06-13,23065290.62,084-720-2577,patcharin.sae@email.com,Low,True
C00402,Rattana Phromwong,Individual,Retail,South,Krabi,64.0,M,Margin,2020-11-12,15814.52,083-195-8901,rattana.phr@email.com,High,True
C00403,Supaporn Suksawat,Individual,High Net Worth,Northeast,Udon Thani,56.0,F,Credit,2020-03-06,6204765.57,081-814-9680,supaporn.suk@email.com,Medium,True
C00404,Nanthana Thongsuk,Corporate,Corporate,South,Phuket,,,Cash,2022-09-12,9104243.57,084-360-8817,nanthana.tho@email.com,Medium,True
C00405,Waraporn Wongsuwan,Institution,Institutional,South,Hat Yai,,,Cash,2023-08-22,84938865.23,086-105-1116,waraporn.won@email.com,Medium,True
C00406,Chutima Srisawat,Individual,High Net Worth,North,Phitsanulok,40.0,F,Margin,2023-01-20,12314663.05,083-258-7980,chutima.sri@email.com,Medium,True
C00407,Patcharee Chaiyasit,Individual,High Net Worth,Northeast,Nakhon Ratchasima,33.0,F,Credit,2022-10-07,3165334.57,097-902-8904,patcharee.cha@email.com,Medium,True
C00408,Somchai Tangsiri,Institution,Institutional,Northeast,Nakhon Ratchasima,,,Cash,2020-04-15,57940384.47,083-865-4764,somchai.tan@email.com,Low,True
C00409,Somsak Pongpanich,Individual,High Net Worth,Northeast,Udon Thani,48.0,M,Cash,2020-08-04,6284291.8,097-728-1852,somsak.pon@email.com,Low,True
C00410,Sompong Suwannapong,Individual,Retail,South,Hat Yai,49.0,F,Credit,2024-08-03,281327.86,082-369-4633,sompong.suw@email.com,High,True
C00411,Wichai Rattanakit,Individual,Retail,North,Chiang Mai,35.0,F,Cash,2020-09-29,338238.01,085-755-9099,wichai.rat@email.com,Low,True
C00412,Prasert Prasertchai,Individual,Retail,South,Krabi,25.0,M,Cash,2021-03-02,798653.65,087-729-3776,prasert.pra@email.com,Low,True
C00413,Thawatchai Wattanasin,Individual,Retail,Northeast,Udon Thani,51.0,M,Cash,2021-04-30,303686.75,092-515-4281,thawatchai.wat@email.com,High,True
C00414,Suphachai Boonlert,Individual,Retail,South,Krabi,42.0,F,Credit,2023-02-18,326904.42,091-935-5530,suphachai.boo@email.com,High,False
C00415,Anon Jitpakdi,Individual,Retail,Central,Ayutthaya,36.0,M,Margin,2022-03-31,172417.36,083-672-2185,anon.jit@email.com,Medium,True
C00416,Kittisak Saengthong,Individual,High Net Worth,South,Songkhla,49.0,F,Margin,2021-03-11,3202125.08,094-486-8923,kittisak.sae@email.com,Medium,True
C00417,Chaiyaporn Phromwong,Individual,Retail,Bangkok,Bangkok,50.0,M,Credit,2024-06-06,55426.78,088-169-7269,chaiyaporn.phr@email.com,Medium,True
C00418,Nattapong Suksawat,Individual,Retail,South,Krabi,73.0,F,Cash,2025-01-11,606111.66,088-354-5706,nattapong.suk@email.com,High,True
C00419,Worawit Thongsuk,Individual,Retail,Northeast,Udon Thani,44.0,M,Credit,2023-02-06,4909.45,086-687-5408,worawit.tho@email.com,High,True
C00420,Siriwan Wongsuwan,Individual,Retail,Central,Samut Prakan,34.0,M,Cash,2023-12-04,215873.95,087-307-5091,siriwan.won@email.com,Low,True
C00421,Pornphan Srisawat,Individual,Retail,Northeast,Khon Kaen,45.0,F,Credit,2020-10-18,40918.84,097-143-8901,pornphan.sri@email.com,Low,True
C00422,Napaporn Chaiyasit,Individual,Retail,South,Songkhla,47.0,F,Margin,2022-11-08,584729.28,087-868-3101,napaporn.cha@email.com,Low,True
C00423,Sasithorn Tangsiri,Individual,High Net Worth,Northeast,Nakhon Ratchasima,32.0,M,Margin,2022-07-09,4116656.87,083-815-9490,sasithorn.tan@email.com,Low,True
C00424,Kanokwan Pongpanich,Individual,Retail,Bangkok,Bangkok,48.0,F,Credit,2023-01-21,612897.47,099-982-5254,kanokwan.pon@email.com,High,True
C00425,Patcharin Suwannapong,Individual,Retail,Central,Ayutthaya,35.0,F,Cash,2022-09-15,1376097.03,086-529-7099,patcharin.suw@email.com,High,True
C00426,Rattana Rattanakit,Individual,Retail,South,Surat Thani,66.0,F,Cash,2020-07-08,1023851.78,083-838-5422,rattana.rat@email.com,Low,True
C00427,Supaporn Prasertchai,Individual,High Net Worth,Central,Ayutthaya,49.0,F,Credit,2020-07-25,11090579.36,080-280-7906,supaporn.pra@email.com,Medium,True
C00428,Nanthana Wattanasin,Individual,Retail,South,Phuket,46.0,F,Margin,2022-11-07,849948.8,083-807-3676,nanthana.wat@email.com,Low,True
C00429,Waraporn Boonlert,Individual,Retail,North,Lampang,56.0,F,Margin,2023-01-22,515819.5,091-673-5222,waraporn.boo@email.com,High,True
C00430,Chutima Jitpakdi,Individual,Retail,South,Krabi,40.0,F,Cash,2024-02-08,31125.02,089-463-6326,chutima.jit@email.com,Medium,True
C00431,Patcharee Saengthong,Individual,Retail,Northeast,Nakhon Ratchasima,47.0,F,Cash,2020-03-19,86905.74,085-755-6527,patcharee.sae@email.com,Low,True
C00432,Somchai Phromwong,Institution,Institutional,Central,Samut Prakan,,,Credit,2023-04-23,22372707.91,089-827-5382,somchai.phr@email.com,Medium,True
C00433,Somsak Suksawat,Corporate,Corporate,South,Hat Yai,,,Credit,2022-10-06,13216462.49,085-288-1378,somsak.suk@email.com,High,True
C00434,Sompong Thongsuk,Individual,Retail,Bangkok,Bangkok,52.0,M,Cash,2024-02-24,344772.55,092-205-2565,sompong.tho@email.com,Medium,True
C00435,Wichai Wongsuwan,Individual,Retail,Bangkok,Bangkok,58.0,F,Cash,2023-08-12,635059.47,099-259-2381,wichai.won@email.com,Low,True
C00436,Prasert Srisawat,Individual,Retail,Northeast,Nakhon Ratchasima,31.0,F,Credit,2024-05-07,570073.9,,prasert.sri@email.com,Medium,True
C00437,Thawatchai Chaiyasit,Individual,Retail,South,Songkhla,51.0,F,Margin,2022-01-03,15566.06,094-238-9835,thawatchai.cha@email.com,High,True
C00438,Suphachai Tangsiri,Individual,Retail,North,Lampang,58.0,F,Cash,2022-05-20,649451.49,097-332-2467,suphachai.tan@email.com,Medium,False
C00439,Anon Pongpanich,Individual,High Net Worth,South,Surat Thani,43.0,F,Credit,2023-02-26,5771217.9,,anon.pon@email.com,Low,True
C00440,Kittisak Suwannapong,Individual,Retail,North,Chiang Rai,26.0,F,Credit,2020-08-13,645960.78,080-661-7121,kittisak.suw@email.com,Low,True
C00441,Chaiyaporn Rattanakit,Individual,Retail,Northeast,Ubon Ratchathani,69.0,F,Credit,2023-11-06,1033453.17,088-181-7917,chaiyaporn.rat@email.com,High,True
C00442,Nattapong Prasertchai,Institution,Institutional,North,Phitsanulok,,,Margin,2024-01-11,37384935.07,082-286-3238,nattapong.pra@email.com,Medium,True
C00443,Worawit Wattanasin,Individual,Retail,South,Hat Yai,54.0,M,Cash,2024-01-12,118280.45,090-119-3492,worawit.wat@email.com,Medium,True
C00444,Siriwan Boonlert,Individual,Retail,Northeast,Khon Kaen,47.0,F,Credit,2023-10-12,499239.0,082-254-1241,siriwan.boo@email.com,Medium,True
C00445,Pornphan Jitpakdi,Individual,High Net Worth,Bangkok,Bangkok,49.0,F,Cash,2024-08-19,14986266.03,084-157-5366,pornphan.jit@email.com,Low,True
C00446,Napaporn Saengthong,Individual,Retail,North,Phitsanulok,36.0,M,Margin,2020-06-09,135604.8,080-224-5078,napaporn.sae@email.com,Low,True
C00447,Sasithorn Phromwong,Corporate,Corporate,Bangkok,Bangkok,,,Margin,2022-06-07,8992861.1,092-797-6113,sasithorn.phr@email.com,Low,True
C00448,Kanokwan Suksawat,Institution,Institutional,South,Krabi,,,Margin,2024-05-25,43891047.13,088-592-5895,kanokwan.suk@email.com,Low,True
C00449,Patcharin Thongsuk,Individual,Retail,Central,Ayutthaya,43.0,M,Cash,2023-04-07,361614.93,080-271-5523,patcharin.tho@email.com,Low,True
C00450,Rattana Wongsuwan,Individual,Retail,Northeast,Nakhon Ratchasima,57.0,F,Margin,2023-01-01,449410.67,082-354-3583,rattana.won@email.com,Low,True
C00451,Supaporn Srisawat,Individual,Retail,Central,Chonburi,49.0,F,Credit,2020-08-24,149292.94,083-228-8992,supaporn.sri@email.com,High,True
C00452,Nanthana Chaiyasit,Individual,High Net Worth,Northeast,Udon Thani,43.0,F,Margin,2021-01-08,4966621.02,084-356-1646,nanthana.cha@email.com,High,True
C00453,Waraporn Tangsiri,Individual,High Net Worth,South,Surat Thani,26.0,M,Cash,2022-01-13,3381688.61,091-431-8674,waraporn.tan@email.com,High,True
C00454,Chutima Pongpanich,Individual,Retail,North,Lampang,41.0,M,Cash,2022-01-17,366749.17,091-564-1011,chutima.pon@email.com,High,True
C00455,Patcharee Suwannapong,Individual,Retail,South,Surat Thani,41.0,F,Margin,2023-04-15,142984.62,082-774-9830,patcharee.suw@email.com,Low,True
C00456,Somchai Rattanakit,Individual,Retail,North,Phitsanulok,59.0,M,Cash,2021-06-28,613411.3,090-213-2577,somchai.rat@email.com,Low,True
C00457,Somsak Prasertchai,Individual,Retail,Northeast,Nakhon Ratchasima,55.0,F,Cash,2024-07-12,321827.08,081-684-7366,somsak.pra@email.com,Medium,True
C00458,Sompong Wattanasin,Individual,High Net Worth,Bangkok,Bangkok,59.0,F,Margin,2023-11-30,11190991.61,095-952-2310,sompong.wat@email.com,High,True
C00459,Wichai Boonlert,Individual,Retail,Northeast,Udon Thani,41.0,F,Cash,2020-08-18,59346.51,081-943-5355,wichai.boo@email.com,Low,True
C00460,Prasert Jitpakdi,Individual,Retail,Bangkok,Bangkok,49.0,M,Margin,2021-01-06,29390.55,087-644-7313,prasert.jit@email.com,High,True
C00461,Thawatchai Saengthong,Individual,Retail,South,Krabi,43.0,F,Cash,2022-10-03,1358104.33,083-884-6864,thawatchai.sae@email.com,Low,True
C00462,Suphachai Phromwong,Individual,Retail,South,Hat Yai,32.0,F,Credit,2022-04-03,353861.25,090-773-3591,suphachai.phr@email.com,High,True
C00463,Anon Suksawat,Individual,Retail,North,Lampang,46.0,M,Credit,2022-10-09,1012167.28,093-945-6299,anon.suk@email.com,High,True
C00464,Kittisak Thongsuk,Individual,Retail,North,Lampang,50.0,M,Margin,2022-07-19,362418.03,094-506-1003,kittisak.tho@email.com,Low,True
C00465,Chaiyaporn Wongsuwan,Individual,Retail,North,Chiang Mai,34.0,F,Margin,2023-05-26,15215.99,,chaiyaporn.won@email.com,High,True
C00466,Nattapong Srisawat,Individual,Retail,South,Surat Thani,49.0,M,Cash,2024-07-21,609849.17,081-571-6827,nattapong.sri@email.com,Medium,True
C00467,Worawit Chaiyasit,Individual,Retail,Bangkok,Bangkok,48.0,M,Credit,2021-11-22,293268.92,086-851-2264,worawit.cha@email.com,High,True
C00468,Siriwan Tangsiri,Institution,Institutional,Bangkok,Bangkok,,,Credit,2024-11-15,19749054.95,098-490-2285,siriwan.tan@email.com,Medium,True
C00469,Pornphan Pongpanich,Individual,High Net Worth,Northeast,Ubon Ratchathani,37.0,M,Margin,2020-03-20,12104354.31,083-990-4714,pornphan.pon@email.com,High,True
C00470,Napaporn Suwannapong,Institution,Institutional,North,Chiang Mai,,,Cash,2023-04-18,67481811.75,097-678-3450,napaporn.suw@email.com,Low,True
C00471,Sasithorn Rattanakit,Individual,Retail,Northeast,Ubon Ratchathani,56.0,F,Cash,2020-11-11,422694.55,099-689-9269,sasithorn.rat@email.com,Low,True
C00472,Kanokwan Prasertchai,Individual,Retail,Northeast,Khon Kaen,48.0,M,Cash,2022-01-04,1336452.75,092-368-2393,kanokwan.pra@email.com,Medium,True
C00473,Patcharin Wattanasin,Individual,High Net Worth,Northeast,Ubon Ratchathani,32.0,F,Credit,2021-06-05,8377684.97,098-300-9589,patcharin.wat@email.com,High,True
C00474,Rattana Boonlert,Individual,Retail,Bangkok,Bangkok,53.0,M,Credit,2021-04-26,526675.57,093-533-6984,rattana.boo@email.com,Low,True
C00475,Supaporn Jitpakdi,Individual,Retail,South,Hat Yai,57.0,F,Cash,2021-08-03,762515.03,084-551-1735,supaporn.jit@email.com,High,True
C00476,Nanthana Saengthong,Individual,Retail,Bangkok,Bangkok,41.0,M,Credit,2023-09-21,670563.39,,nanthana.sae@email.com,Medium,True
C00477,Waraporn Phromwong,Institution,Institutional,North,Chiang Rai,,,Margin,2020-12-07,35887503.93,097-316-4339,waraporn.phr@email.com,Medium,True
C00478,Chutima Suksawat,Individual,Retail,Central,Nonthaburi,57.0,F,Cash,2022-12-21,718341.68,098-779-9631,chutima.suk@email.com,High,True
C00479,Patcharee Thongsuk,Individual,High Net Worth,Bangkok,Bangkok,51.0,F,Cash,2021-05-31,5859812.48,080-168-7367,patcharee.tho@email.com,Low,True
C00480,Somchai Wongsuwan,Individual,High Net Worth,Northeast,Nakhon Ratchasima,46.0,M,Cash,2022-12-13,3028876.53,096-826-2631,somchai.won@email.com,Low,True
C00481,Somsak Srisawat,Individual,Retail,Northeast,Khon Kaen,32.0,M,Cash,2024-11-10,228217.28,087-642-5995,somsak.sri@email.com,Medium,True
C00482,Sompong Chaiyasit,Individual,Retail,North,Lampang,34.0,M,Margin,2023-10-05,297732.29,096-382-2015,sompong.cha@email.com,Medium,True
C00483,Wichai Tangsiri,Individual,Retail,North,Phitsanulok,63.0,M,Credit,2021-05-26,233605.2,084-189-7262,wichai.tan@email.com,Low,True
C00484,Prasert Pongpanich,Individual,Retail,Northeast,Udon Thani,47.0,M,Cash,2021-09-09,551630.74,090-559-9883,prasert.pon@email.com,Medium,True
C00485,Thawatchai Suwannapong,Individual,Retail,South,Surat Thani,36.0,M,Cash,2022-09-03,311338.81,084-771-3589,thawatchai.suw@email.com,Medium,True
C00486,Suphachai Rattanakit,Individual,Retail,Central,Nonthaburi,45.0,F,Cash,2020-10-16,326177.2,090-523-7737,suphachai.rat@email.com,Low,True
C00487,Anon Prasertchai,Individual,Retail,Central,Nonthaburi,58.0,M,Cash,2020-10-22,208703.94,099-731-5372,anon.pra@email.com,High,False
C00488,Kittisak Wattanasin,Individual,Retail,Bangkok,Bangkok,62.0,F,Credit,2024-05-01,381358.55,096-966-8680,kittisak.wat@email.com,Medium,True
C00489,Chaiyaporn Boonlert,Individual,Retail,Central,Pathum Thani,25.0,M,Margin,2024-11-25,723836.56,093-882-1245,chaiyaporn.boo@email.com,High,True
C00490,Nattapong Jitpakdi,Individual,High Net Worth,Central,Nonthaburi,41.0,M,Credit,2024-02-03,16088845.83,094-987-9027,nattapong.jit@email.com,Medium,True
C00491,Worawit Saengthong,Individual,Retail,South,Hat Yai,49.0,M,Margin,2021-01-17,1362364.46,090-503-9784,worawit.sae@email.com,Low,True
C00492,Siriwan Phromwong,Individual,Retail,Bangkok,Bangkok,44.0,M,Cash,2022-03-05,148379.28,097-505-1643,siriwan.phr@email.com,Medium,True
C00493,Pornphan Suksawat,Individual,Retail,North,Lampang,33.0,M,Credit,2022-07-01,183571.89,085-532-5823,pornphan.suk@email.com,High,True
C00494,Napaporn Thongsuk,Individual,High Net Worth,South,Phuket,25.0,F,Cash,2024-01-28,7712323.8,098-812-9952,napaporn.tho@email.com,Low,True
C00495,Sasithorn Wongsuwan,Individual,High Net Worth,Central,Ayutthaya,49.0,M,Margin,2024-07-30,4591558.71,088-431-3686,sasithorn.won@email.com,Medium,True
C00496,Kanokwan Srisawat,Individual,Retail,Bangkok,Bangkok,43.0,M,Credit,2021-01-03,571466.85,096-726-3619,kanokwan.sri@email.com,High,True
C00497,Patcharin Chaiyasit,Individual,Retail,Central,Pathum Thani,43.0,F,Credit,2020-03-18,372392.25,084-283-1840,patcharin.cha@email.com,High,True
C00498,Rattana Tangsiri,Individual,High Net Worth,Central,Pathum Thani,46.0,F,Margin,2025-01-23,4482354.8,,rattana.tan@email.com,Low,True
C00499,Supaporn Pongpanich,Corporate,Corporate,Northeast,Nakhon Ratchasima,,,Margin,2023-11-13,18215367.43,098-775-8794,supaporn.pon@email.com,High,False
C00500,Nanthana Suwannapong,Individual,High Net Worth,South,Songkhla,33.0,F,Cash,2021-08-10,6995056.25,097-939-4401,nanthana.suw@email.com,Low,True
